# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	Uz_initial      	Uz_final        	Uz_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     	epsilon_solver  	epsilon_initial 	epsilon_final   	epsilon_iters   	epsilon_converged
1055            	smoothSolver	1.74965760e-04	7.84124430e-06	1	2.05795020e-04	9.17050570e-06	1	5.24730150e-04	2.42205700e-05	1	false	smoothSolver	3.81638150e-04	1.63906450e-05	1	true	GAMG	8.42823460e-04	5.39123170e-05	2	true	smoothSolver	1.01524920e-04	4.11143950e-06	1	true
1056            	smoothSolver	1.74806540e-04	7.83389490e-06	1	2.05625760e-04	9.16286490e-06	1	5.24388560e-04	2.42051060e-05	1	false	smoothSolver	3.81265580e-04	1.63760140e-05	1	true	GAMG	8.41591610e-04	5.28869580e-05	2	true	smoothSolver	1.01424940e-04	4.10699280e-06	1	true
1057            	smoothSolver	1.74647920e-04	7.82657660e-06	1	2.05457350e-04	9.15525440e-06	1	5.24047410e-04	2.41896440e-05	1	false	smoothSolver	3.80895290e-04	1.63630770e-05	1	true	GAMG	8.40786210e-04	5.30043170e-05	2	true	smoothSolver	1.01365430e-04	4.10356930e-06	1	true
1058            	smoothSolver	1.74489390e-04	7.81926450e-06	1	2.05289180e-04	9.14765340e-06	1	5.23702480e-04	2.41739350e-05	1	false	smoothSolver	3.80524610e-04	1.63478210e-05	1	true	GAMG	8.41887480e-04	5.36719770e-05	2	true	smoothSolver	1.01144550e-04	4.09733780e-06	1	true
1059            	smoothSolver	1.74348810e-04	7.81233020e-06	1	2.05136440e-04	9.14037160e-06	1	5.23396520e-04	2.41585350e-05	1	false	smoothSolver	3.80166460e-04	1.63350570e-05	1	true	GAMG	8.43859930e-04	5.86596730e-05	2	true	smoothSolver	1.06432990e-04	4.30530250e-06	1	true
1060            	smoothSolver	1.74169970e-04	7.80447720e-06	1	2.04948730e-04	9.13225560e-06	1	5.22975490e-04	2.41407370e-05	1	false	smoothSolver	3.79789590e-04	1.63192580e-05	1	true	GAMG	8.43572790e-04	6.02379610e-05	2	true	smoothSolver	1.01013120e-04	4.08911260e-06	1	true
1061            	smoothSolver	1.74012730e-04	7.79721190e-06	1	2.04781600e-04	9.12472930e-06	1	5.22632120e-04	2.41249810e-05	1	false	smoothSolver	3.79418170e-04	1.63056280e-05	1	true	GAMG	8.45349020e-04	6.21511800e-05	2	true	smoothSolver	1.01096400e-04	4.08744300e-06	1	true
1062            	smoothSolver	1.73857570e-04	7.79005100e-06	1	2.04617140e-04	9.11733170e-06	1	5.22308020e-04	2.41100780e-05	1	false	smoothSolver	3.79053190e-04	1.62929750e-05	1	true	GAMG	8.46205210e-04	6.03739220e-05	2	true	smoothSolver	1.00788780e-04	4.07980030e-06	1	true
1063            	smoothSolver	1.73703730e-04	7.78296480e-06	1	2.04455130e-04	9.11005300e-06	1	5.22016740e-04	2.40967270e-05	1	false	smoothSolver	3.78680340e-04	1.62778700e-05	1	true	GAMG	8.44967150e-04	5.91401100e-05	2	true	smoothSolver	1.00533470e-04	4.07350250e-06	1	true
1064            	smoothSolver	1.73551570e-04	7.77588820e-06	1	2.04294270e-04	9.10276720e-06	1	5.21737460e-04	2.40838200e-05	1	false	smoothSolver	3.78323140e-04	1.62639370e-05	1	true	GAMG	8.45976010e-04	5.96750500e-05	2	true	smoothSolver	1.01163620e-04	4.07874630e-06	1	true
1065            	smoothSolver	1.73392300e-04	7.76854910e-06	1	2.04126200e-04	9.09519750e-06	1	5.21420810e-04	2.40693290e-05	1	false	smoothSolver	3.77956600e-04	1.62503100e-05	1	true	GAMG	8.44153600e-04	5.77757570e-05	2	true	smoothSolver	1.00451150e-04	4.06673830e-06	1	true
1066            	smoothSolver	1.73234740e-04	7.76125600e-06	1	2.03959410e-04	9.08765150e-06	1	5.21106330e-04	2.40548350e-05	1	false	smoothSolver	3.77599060e-04	1.62363350e-05	1	true	GAMG	8.43305920e-04	5.57016420e-05	2	true	smoothSolver	1.00421520e-04	4.06323330e-06	1	true
1067            	smoothSolver	1.73076910e-04	7.75394320e-06	1	2.03792200e-04	9.08009450e-06	1	5.20785380e-04	2.40399820e-05	1	false	smoothSolver	3.77231970e-04	1.62220340e-05	1	true	GAMG	8.40787760e-04	5.51484240e-05	2	true	smoothSolver	1.00257280e-04	4.05777910e-06	1	true
1068            	smoothSolver	1.72920620e-04	7.74671510e-06	1	2.03626500e-04	9.07261240e-06	1	5.20459100e-04	2.40248820e-05	1	false	smoothSolver	3.76871530e-04	1.62089940e-05	1	true	GAMG	8.40330980e-04	5.43951940e-05	2	true	smoothSolver	1.00107570e-04	4.05285720e-06	1	true
1069            	smoothSolver	1.72764850e-04	7.73949640e-06	1	2.03461250e-04	9.06514120e-06	1	5.20126530e-04	2.40094670e-05	1	false	smoothSolver	3.76502890e-04	1.61948400e-05	1	true	GAMG	8.40227500e-04	5.46646300e-05	2	true	smoothSolver	1.00100300e-04	4.04955640e-06	1	true
1070            	smoothSolver	1.72608920e-04	7.73227150e-06	1	2.03295590e-04	9.05765950e-06	1	5.19785590e-04	2.39937040e-05	1	false	smoothSolver	3.76145120e-04	1.61811030e-05	1	true	GAMG	8.39910270e-04	5.38089650e-05	2	true	smoothSolver	9.99274960e-05	4.04397820e-06	1	true
1071            	smoothSolver	1.72453790e-04	7.72508750e-06	1	2.03130980e-04	9.05023780e-06	1	5.19453850e-04	2.39783620e-05	1	false	smoothSolver	3.75785250e-04	1.61671500e-05	1	true	GAMG	8.38629350e-04	5.29449720e-05	2	true	smoothSolver	9.97214490e-05	4.03929890e-06	1	true
1072            	smoothSolver	1.72299190e-04	7.71792490e-06	1	2.02966990e-04	9.04284020e-06	1	5.19129980e-04	2.39633200e-05	1	false	smoothSolver	3.75424970e-04	1.61529020e-05	1	true	GAMG	8.38175320e-04	5.29987750e-05	2	true	smoothSolver	9.96933680e-05	4.03405520e-06	1	true
1073            	smoothSolver	1.72144470e-04	7.71075790e-06	1	2.02802670e-04	9.03541850e-06	1	5.18807790e-04	2.39483430e-05	1	false	smoothSolver	3.75070800e-04	1.61387400e-05	1	true	GAMG	8.37713040e-04	5.33587800e-05	2	true	smoothSolver	9.94342660e-05	4.02797270e-06	1	true
1074            	smoothSolver	1.71989690e-04	7.70357660e-06	1	2.02638140e-04	9.02798430e-06	1	5.18486050e-04	2.39334170e-05	1	false	smoothSolver	3.74712580e-04	1.61263820e-05	1	true	GAMG	8.38697230e-04	5.49112910e-05	2	true	smoothSolver	9.93185720e-05	4.02375830e-06	1	true
1075            	smoothSolver	1.71833760e-04	7.69633700e-06	1	2.02471640e-04	9.02045940e-06	1	5.18149340e-04	2.39176880e-05	1	false	smoothSolver	3.74358130e-04	1.61130510e-05	1	true	GAMG	8.38319080e-04	5.74658940e-05	2	true	smoothSolver	9.94297420e-05	4.02420450e-06	1	true
1076            	smoothSolver	1.71677620e-04	7.68911060e-06	1	2.02305260e-04	9.01296460e-06	1	5.17813150e-04	2.39020540e-05	1	false	smoothSolver	3.73998530e-04	1.60986770e-05	1	true	GAMG	8.38047460e-04	5.58426080e-05	2	true	smoothSolver	9.92804410e-05	4.01728290e-06	1	true
1077            	smoothSolver	1.71525100e-04	7.68204970e-06	1	2.02143500e-04	9.00568780e-06	1	5.17506980e-04	2.38878850e-05	1	false	smoothSolver	3.73645790e-04	1.60865570e-05	1	true	GAMG	8.38566340e-04	5.50742330e-05	2	true	smoothSolver	9.90756850e-05	4.01092140e-06	1	true
1078            	smoothSolver	1.71373160e-04	7.67501270e-06	1	2.01982640e-04	8.99844210e-06	1	5.17210180e-04	2.38741140e-05	1	false	smoothSolver	3.73288440e-04	1.60716010e-05	1	true	GAMG	8.37842210e-04	5.43830220e-05	2	true	smoothSolver	9.89180140e-05	4.00589830e-06	1	true
1079            	smoothSolver	1.71221220e-04	7.66795160e-06	1	2.01821400e-04	8.99115320e-06	1	5.16914570e-04	2.38603720e-05	1	false	smoothSolver	3.72940090e-04	1.60587270e-05	1	true	GAMG	8.37263640e-04	5.42264280e-05	2	true	smoothSolver	9.89414270e-05	4.00160420e-06	1	true
1080            	smoothSolver	1.71067550e-04	7.66082830e-06	1	2.01658230e-04	8.98376490e-06	1	5.16609550e-04	2.38461910e-05	1	false	smoothSolver	3.72588400e-04	1.60454120e-05	1	true	GAMG	8.35635250e-04	5.31837870e-05	2	true	smoothSolver	9.86172700e-05	3.99691380e-06	1	true
1081            	smoothSolver	1.70915080e-04	7.65373600e-06	1	2.01496360e-04	8.97638840e-06	1	5.16303890e-04	2.38318080e-05	1	false	smoothSolver	3.72230980e-04	1.60314070e-05	1	true	GAMG	8.37567220e-04	5.74667570e-05	2	true	smoothSolver	9.89325950e-05	3.99976850e-06	1	true
1082            	smoothSolver	1.70756830e-04	7.64641490e-06	1	2.01327890e-04	8.96873880e-06	1	5.15947360e-04	2.38153450e-05	1	false	smoothSolver	3.71885740e-04	1.60168630e-05	1	true	GAMG	8.36055920e-04	5.59568760e-05	2	true	smoothSolver	9.84193760e-05	3.98888250e-06	1	true
1083            	smoothSolver	1.70606380e-04	7.63941300e-06	1	2.01167980e-04	8.96144550e-06	1	5.15633610e-04	2.38004260e-05	1	false	smoothSolver	3.71535820e-04	1.60058300e-05	1	true	GAMG	8.37602310e-04	5.74978440e-05	2	true	smoothSolver	9.88617130e-05	4.00012610e-06	1	true
1084            	smoothSolver	1.70451450e-04	7.63228560e-06	1	2.01004490e-04	8.95407480e-06	1	5.15308510e-04	2.37852870e-05	1	false	smoothSolver	3.71177510e-04	1.59908890e-05	1	true	GAMG	8.37506630e-04	5.80391200e-05	2	true	smoothSolver	9.82938060e-05	3.98026370e-06	1	true
1085            	smoothSolver	1.70299920e-04	7.62528230e-06	1	2.00844390e-04	8.94681960e-06	1	5.14998330e-04	2.37707980e-05	1	false	smoothSolver	3.70831630e-04	1.59774620e-05	1	true	GAMG	8.38754050e-04	5.82146280e-05	2	true	smoothSolver	9.82610930e-05	3.97767910e-06	1	true
1086            	smoothSolver	1.70149280e-04	7.61832330e-06	1	2.00685350e-04	8.93961690e-06	1	5.14700760e-04	2.37569460e-05	1	false	smoothSolver	3.70483150e-04	1.59639190e-05	1	true	GAMG	8.38059710e-04	5.63638260e-05	2	true	smoothSolver	9.79820400e-05	3.96995350e-06	1	true
1087            	smoothSolver	1.69999250e-04	7.61137770e-06	1	2.00526990e-04	8.93243540e-06	1	5.14416200e-04	2.37437910e-05	1	false	smoothSolver	3.70138300e-04	1.59505000e-05	1	true	GAMG	8.37257270e-04	5.53312970e-05	2	true	smoothSolver	9.79869250e-05	3.96645610e-06	1	true
1088            	smoothSolver	1.69848330e-04	7.60438160e-06	1	2.00367260e-04	8.92516800e-06	1	5.14127900e-04	2.37304060e-05	1	false	smoothSolver	3.69794860e-04	1.59370560e-05	1	true	GAMG	8.35645010e-04	5.44348760e-05	2	true	smoothSolver	9.78840830e-05	3.96229590e-06	1	true
1089            	smoothSolver	1.69696020e-04	7.59731700e-06	1	2.00205640e-04	8.91780670e-06	1	5.13827110e-04	2.37164340e-05	1	false	smoothSolver	3.69453180e-04	1.59243650e-05	1	true	GAMG	8.34531430e-04	5.37929480e-05	2	true	smoothSolver	9.77623960e-05	3.95726850e-06	1	true
1090            	smoothSolver	1.69543630e-04	7.59024350e-06	1	2.00043590e-04	8.91041450e-06	1	5.13517430e-04	2.37020510e-05	1	false	smoothSolver	3.69108370e-04	1.59107920e-05	1	true	GAMG	8.33243150e-04	5.32673330e-05	2	true	smoothSolver	9.76861400e-05	3.95411950e-06	1	true
1091            	smoothSolver	1.69392050e-04	7.58319420e-06	1	1.99882840e-04	8.90307390e-06	1	5.13205950e-04	2.36874940e-05	1	false	smoothSolver	3.68769750e-04	1.58977760e-05	1	true	GAMG	8.34981980e-04	5.52643410e-05	2	true	smoothSolver	9.76498370e-05	3.94959440e-06	1	true
1092            	smoothSolver	1.69238910e-04	7.57609150e-06	1	1.99719200e-04	8.89562180e-06	1	5.12871740e-04	2.36719720e-05	1	false	smoothSolver	3.68423250e-04	1.58835130e-05	1	true	GAMG	8.34005340e-04	5.52569220e-05	2	true	smoothSolver	9.73335790e-05	3.94322130e-06	1	true
1093            	smoothSolver	1.69088760e-04	7.56913640e-06	1	1.99559470e-04	8.88835610e-06	1	5.12556210e-04	2.36571650e-05	1	false	smoothSolver	3.68083260e-04	1.58713100e-05	1	true	GAMG	8.35329840e-04	5.51496580e-05	2	true	smoothSolver	9.75447400e-05	3.94301600e-06	1	true
1094            	smoothSolver	1.68938690e-04	7.56218240e-06	1	1.99400070e-04	8.88111490e-06	1	5.12247690e-04	2.36428270e-05	1	false	smoothSolver	3.67744200e-04	1.58586250e-05	1	true	GAMG	8.35649410e-04	5.53025910e-05	2	true	smoothSolver	9.71211800e-05	3.93469970e-06	1	true
1095            	smoothSolver	1.68790140e-04	7.55528500e-06	1	1.99242230e-04	8.87393100e-06	1	5.11951690e-04	2.36289460e-05	1	false	smoothSolver	3.67406630e-04	1.58451760e-05	1	true	GAMG	8.35445750e-04	5.53220520e-05	2	true	smoothSolver	9.70831960e-05	3.93044680e-06	1	true
1096            	smoothSolver	1.68643000e-04	7.54839920e-06	1	1.99086010e-04	8.86676900e-06	1	5.11665520e-04	2.36154890e-05	1	false	smoothSolver	3.67059550e-04	1.58310600e-05	1	true	GAMG	8.37761730e-04	5.86424980e-05	2	true	smoothSolver	9.73072550e-05	3.92775580e-06	1	true
1097            	smoothSolver	1.68489630e-04	7.54131290e-06	1	1.98922440e-04	8.85932940e-06	1	5.11342670e-04	2.36006820e-05	1	false	smoothSolver	3.66726900e-04	1.58191860e-05	1	true	GAMG	8.35554620e-04	5.60619650e-05	2	true	smoothSolver	9.68924120e-05	3.92182160e-06	1	true
1098            	smoothSolver	1.68341070e-04	7.53441110e-06	1	1.98764540e-04	8.85212790e-06	1	5.11057020e-04	2.35874870e-05	1	false	smoothSolver	3.66388860e-04	1.58058910e-05	1	true	GAMG	8.35703860e-04	5.72245730e-05	2	true	smoothSolver	9.69203370e-05	3.91927460e-06	1	true
1099            	smoothSolver	1.68191910e-04	7.52748150e-06	1	1.98605900e-04	8.84490960e-06	1	5.10765270e-04	2.35738970e-05	1	false	smoothSolver	3.66047600e-04	1.57933670e-05	1	true	GAMG	8.34705680e-04	5.68802990e-05	2	true	smoothSolver	9.66531530e-05	3.91361320e-06	1	true
1100            	smoothSolver	1.68043320e-04	7.52057240e-06	1	1.98447830e-04	8.83769790e-06	1	5.10474240e-04	2.35602530e-05	1	false	smoothSolver	3.65717570e-04	1.57796630e-05	1	true	GAMG	8.34236430e-04	5.63493530e-05	2	true	smoothSolver	9.67272140e-05	3.91123640e-06	1	true
1101            	smoothSolver	1.67894780e-04	7.51367200e-06	1	1.98290210e-04	8.83051180e-06	1	5.10187500e-04	2.35467530e-05	1	false	smoothSolver	3.65380130e-04	1.57676690e-05	1	true	GAMG	8.34068750e-04	5.47178570e-05	2	true	smoothSolver	9.65515150e-05	3.90550470e-06	1	true
1102            	smoothSolver	1.67747420e-04	7.50681550e-06	1	1.98133680e-04	8.82335770e-06	1	5.09906010e-04	2.35334190e-05	1	false	smoothSolver	3.65046580e-04	1.57540510e-05	1	true	GAMG	8.32767260e-04	5.70729320e-05	2	true	smoothSolver	9.65010650e-05	3.90303470e-06	1	true
1103            	smoothSolver	1.67597660e-04	7.49985690e-06	1	1.97974350e-04	8.81606880e-06	1	5.09600820e-04	2.35190850e-05	1	false	smoothSolver	3.64709680e-04	1.57406200e-05	1	true	GAMG	8.31777420e-04	5.50414650e-05	2	true	smoothSolver	9.61670870e-05	3.89453440e-06	1	true
1104            	smoothSolver	1.67448700e-04	7.49295010e-06	1	1.97816190e-04	8.80884060e-06	1	5.09305660e-04	2.35051750e-05	1	false	smoothSolver	3.64380630e-04	1.57285670e-05	1	true	GAMG	8.30451820e-04	5.33427040e-05	2	true	smoothSolver	9.59986110e-05	3.88970120e-06	1	true
1105            	smoothSolver	1.67302690e-04	7.48613160e-06	1	1.97660890e-04	8.80171440e-06	1	5.09024650e-04	2.34917700e-05	1	false	smoothSolver	3.64043230e-04	1.57143350e-05	1	true	GAMG	8.30986920e-04	5.84892520e-05	2	true	smoothSolver	9.67454130e-05	3.90159760e-06	1	true
1106            	smoothSolver	1.67150560e-04	7.47907730e-06	1	1.97498850e-04	8.79432390e-06	1	5.08695830e-04	2.34762840e-05	1	false	smoothSolver	3.63708310e-04	1.57020580e-05	1	true	GAMG	8.30172470e-04	5.61431900e-05	2	true	smoothSolver	9.59050840e-05	3.88198030e-06	1	true
1107            	smoothSolver	1.67009100e-04	7.47233810e-06	1	1.97346600e-04	8.78727130e-06	1	5.08412810e-04	2.34623430e-05	1	false	smoothSolver	3.63389340e-04	1.56889380e-05	1	true	GAMG	8.32308440e-04	5.96268440e-05	2	true	smoothSolver	9.70420040e-05	3.92077000e-06	1	true
1108            	smoothSolver	1.66854290e-04	7.46524700e-06	1	1.97183080e-04	8.77986670e-06	1	5.08084500e-04	2.34472430e-05	1	false	smoothSolver	3.63052560e-04	1.56769280e-05	1	true	GAMG	8.34094560e-04	6.04856140e-05	2	true	smoothSolver	9.56962940e-05	3.87341950e-06	1	true
1109            	smoothSolver	1.66708960e-04	7.45846380e-06	1	1.97027540e-04	8.77277130e-06	1	5.07794370e-04	2.34333030e-05	1	false	smoothSolver	3.62726090e-04	1.56635350e-05	1	true	GAMG	8.34258960e-04	6.06168580e-05	2	true	smoothSolver	9.57860760e-05	3.87012300e-06	1	true
1110            	smoothSolver	1.66562780e-04	7.45170210e-06	1	1.96872400e-04	8.76572020e-06	1	5.07515790e-04	2.34201850e-05	1	false	smoothSolver	3.62391790e-04	1.56512190e-05	1	true	GAMG	8.34118340e-04	5.95711100e-05	2	true	smoothSolver	9.53268270e-05	3.86298380e-06	1	true
1111            	smoothSolver	1.66418360e-04	7.44497240e-06	1	1.96719150e-04	8.75872260e-06	1	5.07253890e-04	2.34076560e-05	1	false	smoothSolver	3.62063940e-04	1.56375260e-05	1	true	GAMG	8.35696070e-04	5.95618660e-05	2	true	smoothSolver	9.55275040e-05	3.86193600e-06	1	true
1112            	smoothSolver	1.66271250e-04	7.43813960e-06	1	1.96563100e-04	8.75158740e-06	1	5.06979750e-04	2.33948180e-05	1	false	smoothSolver	3.61740430e-04	1.56253850e-05	1	true	GAMG	8.34972370e-04	5.76477620e-05	2	true	smoothSolver	9.52061630e-05	3.85652570e-06	1	true
1113            	smoothSolver	1.66125020e-04	7.43132880e-06	1	1.96407090e-04	8.74446050e-06	1	5.06710260e-04	2.33821320e-05	1	false	smoothSolver	3.61415010e-04	1.56132640e-05	1	true	GAMG	8.32813670e-04	5.66305960e-05	2	true	smoothSolver	9.52124530e-05	3.85031610e-06	1	true
1114            	smoothSolver	1.65977540e-04	7.42447240e-06	1	1.96249820e-04	8.73728210e-06	1	5.06427300e-04	2.33689740e-05	1	false	smoothSolver	3.61084840e-04	1.56002830e-05	1	true	GAMG	8.31291940e-04	5.63726610e-05	2	true	smoothSolver	9.48659590e-05	3.84481610e-06	1	true
1115            	smoothSolver	1.65830920e-04	7.41762290e-06	1	1.96092790e-04	8.73008920e-06	1	5.06134140e-04	2.33551670e-05	1	false	smoothSolver	3.60764220e-04	1.55877000e-05	1	true	GAMG	8.31320650e-04	5.62856390e-05	2	true	smoothSolver	9.54482900e-05	3.84823240e-06	1	true
1116            	smoothSolver	1.65683650e-04	7.41077510e-06	1	1.95935690e-04	8.72291280e-06	1	5.05835030e-04	2.33411650e-05	1	false	smoothSolver	3.60436820e-04	1.55742440e-05	1	true	GAMG	8.30322370e-04	5.66031340e-05	2	true	smoothSolver	9.49195700e-05	3.83963740e-06	1	true
1117            	smoothSolver	1.65537240e-04	7.40396010e-06	1	1.95779450e-04	8.71577460e-06	1	5.05533550e-04	2.33269660e-05	1	false	smoothSolver	3.60118730e-04	1.55623600e-05	1	true	GAMG	8.29515230e-04	5.52722120e-05	2	true	smoothSolver	9.47814910e-05	3.83414270e-06	1	true
1118            	smoothSolver	1.65393030e-04	7.39724180e-06	1	1.95625840e-04	8.70875750e-06	1	5.05248450e-04	2.33134580e-05	1	false	smoothSolver	3.59788780e-04	1.55502620e-05	1	true	GAMG	8.28867270e-04	5.45635150e-05	2	true	smoothSolver	9.48353100e-05	3.83136620e-06	1	true
1119            	smoothSolver	1.65248570e-04	7.39052720e-06	1	1.95472480e-04	8.70175860e-06	1	5.04968590e-04	2.33002970e-05	1	false	smoothSolver	3.59476970e-04	1.55371940e-05	1	true	GAMG	8.28325470e-04	5.34090730e-05	2	true	smoothSolver	9.45036370e-05	3.82475840e-06	1	true
1120            	smoothSolver	1.65104200e-04	7.38380800e-06	1	1.95319120e-04	8.69474000e-06	1	5.04692120e-04	2.32873600e-05	1	false	smoothSolver	3.59153190e-04	1.55236680e-05	1	true	GAMG	8.26925610e-04	5.25850010e-05	2	true	smoothSolver	9.45660000e-05	3.82090670e-06	1	true
1121            	smoothSolver	1.64959210e-04	7.37704960e-06	1	1.95165100e-04	8.68767400e-06	1	5.04412250e-04	2.32742890e-05	1	false	smoothSolver	3.58834110e-04	1.55126200e-05	1	true	GAMG	8.26734250e-04	5.46926740e-05	2	true	smoothSolver	9.43192310e-05	3.81630750e-06	1	true
1122            	smoothSolver	1.64810840e-04	7.37013350e-06	1	1.95006940e-04	8.68040270e-06	1	5.04101810e-04	2.32598610e-05	1	false	smoothSolver	3.58515520e-04	1.54995270e-05	1	true	GAMG	8.25250370e-04	5.25066480e-05	2	true	smoothSolver	9.39581820e-05	3.80990080e-06	1	true
1123            	smoothSolver	1.64667740e-04	7.36345630e-06	1	1.94855280e-04	8.67343360e-06	1	5.03828630e-04	2.32470470e-05	1	false	smoothSolver	3.58196170e-04	1.54874890e-05	1	true	GAMG	8.29069160e-04	5.60662370e-05	2	true	smoothSolver	9.41919240e-05	3.80849490e-06	1	true
1124            	smoothSolver	1.64520500e-04	7.35661030e-06	1	1.94698030e-04	8.66624010e-06	1	5.03518630e-04	2.32325640e-05	1	false	smoothSolver	3.57874940e-04	1.54742190e-05	1	true	GAMG	8.26727730e-04	5.49008710e-05	2	true	smoothSolver	9.38132410e-05	3.80207410e-06	1	true
1125            	smoothSolver	1.64378140e-04	7.34999650e-06	1	1.94546730e-04	8.65934000e-06	1	5.03247130e-04	2.32197470e-05	1	false	smoothSolver	3.57558920e-04	1.54633090e-05	1	true	GAMG	8.26967790e-04	5.38569470e-05	2	true	smoothSolver	9.38619040e-05	3.79754570e-06	1	true
1126            	smoothSolver	1.64235940e-04	7.34339450e-06	1	1.94395690e-04	8.65245660e-06	1	5.02983470e-04	2.32072850e-05	1	false	smoothSolver	3.57242230e-04	1.54502270e-05	1	true	GAMG	8.27548290e-04	5.44348490e-05	2	true	smoothSolver	9.38077030e-05	3.79441480e-06	1	true
1127            	smoothSolver	1.64092320e-04	7.33672170e-06	1	1.94242800e-04	8.64548570e-06	1	5.02711700e-04	2.31945070e-05	1	false	smoothSolver	3.56925530e-04	1.54366860e-05	1	true	GAMG	8.26550660e-04	5.32294210e-05	2	true	smoothSolver	9.35934880e-05	3.78970930e-06	1	true
1128            	smoothSolver	1.63949910e-04	7.33006410e-06	1	1.94090780e-04	8.63852720e-06	1	5.02442410e-04	2.31817870e-05	1	false	smoothSolver	3.56611300e-04	1.54249270e-05	1	true	GAMG	8.27084220e-04	5.62190230e-05	2	true	smoothSolver	9.36674280e-05	3.78580950e-06	1	true
1129            	smoothSolver	1.63803750e-04	7.32326980e-06	1	1.93934780e-04	8.63140420e-06	1	5.02146030e-04	2.31679040e-05	1	false	smoothSolver	3.56293170e-04	1.54130010e-05	1	true	GAMG	8.26815410e-04	5.43704300e-05	2	true	smoothSolver	9.34244270e-05	3.78101820e-06	1	true
1130            	smoothSolver	1.63660610e-04	7.31660020e-06	1	1.93781940e-04	8.62442930e-06	1	5.01865730e-04	2.31546980e-05	1	false	smoothSolver	3.55983120e-04	1.53999730e-05	1	true	GAMG	8.28273440e-04	5.68259910e-05	2	true	smoothSolver	9.36049250e-05	3.77988960e-06	1	true
1131            	smoothSolver	1.63515880e-04	7.30987840e-06	1	1.93627770e-04	8.61740410e-06	1	5.01572690e-04	2.31409820e-05	1	false	smoothSolver	3.55668740e-04	1.53887210e-05	1	true	GAMG	8.29091200e-04	5.58924650e-05	2	true	smoothSolver	9.31600850e-05	3.77309590e-06	1	true
1132            	smoothSolver	1.63373900e-04	7.30328820e-06	1	1.93476690e-04	8.61053230e-06	1	5.01296460e-04	2.31279750e-05	1	false	smoothSolver	3.55357500e-04	1.53751130e-05	1	true	GAMG	8.27634040e-04	5.42948610e-05	2	true	smoothSolver	9.32290020e-05	3.76832060e-06	1	true
1133            	smoothSolver	1.63233960e-04	7.29678460e-06	1	1.93328010e-04	8.60377580e-06	1	5.01038180e-04	2.31156580e-05	1	false	smoothSolver	3.55046020e-04	1.53640830e-05	1	true	GAMG	8.27429410e-04	5.58518870e-05	2	true	smoothSolver	9.29123520e-05	3.76215860e-06	1	true
1134            	smoothSolver	1.63093380e-04	7.29021130e-06	1	1.93177980e-04	8.59690560e-06	1	5.00765290e-04	2.31026130e-05	1	false	smoothSolver	3.54742370e-04	1.53514240e-05	1	true	GAMG	8.28044540e-04	5.73826800e-05	2	true	smoothSolver	9.34079230e-05	3.77022570e-06	1	true
1135            	smoothSolver	1.62946930e-04	7.28342110e-06	1	1.93021720e-04	8.58979450e-06	1	5.00463070e-04	2.30883280e-05	1	false	smoothSolver	3.54434570e-04	1.53401850e-05	1	true	GAMG	8.26743660e-04	5.74103970e-05	2	true	smoothSolver	9.30797920e-05	3.75804860e-06	1	true
1136            	smoothSolver	1.62804630e-04	7.27681770e-06	1	1.92870140e-04	8.58289410e-06	1	5.00184440e-04	2.30750270e-05	1	false	smoothSolver	3.54120530e-04	1.53259890e-05	1	true	GAMG	8.26322630e-04	5.74749510e-05	2	true	smoothSolver	9.27445920e-05	3.75282050e-06	1	true
1137            	smoothSolver	1.62663760e-04	7.27026750e-06	1	1.92720170e-04	8.57608010e-06	1	4.99914840e-04	2.30621490e-05	1	false	smoothSolver	3.53815730e-04	1.53160680e-05	1	true	GAMG	8.25350810e-04	5.47231000e-05	2	true	smoothSolver	9.26641020e-05	3.74611490e-06	1	true
1138            	smoothSolver	1.62525990e-04	7.26383200e-06	1	1.92573650e-04	8.56938980e-06	1	4.99667270e-04	2.30501880e-05	1	false	smoothSolver	3.53507990e-04	1.53014770e-05	1	true	GAMG	8.26803460e-04	5.81708880e-05	2	true	smoothSolver	9.27162220e-05	3.74675890e-06	1	true
1139            	smoothSolver	1.62382360e-04	7.25715780e-06	1	1.92420650e-04	8.56244190e-06	1	4.99379980e-04	2.30366470e-05	1	false	smoothSolver	3.53205520e-04	1.52902110e-05	1	true	GAMG	8.24912550e-04	5.60028970e-05	2	true	smoothSolver	9.25508350e-05	3.74160980e-06	1	true
1140            	smoothSolver	1.62241100e-04	7.25058220e-06	1	1.92270180e-04	8.55560920e-06	1	4.99107480e-04	2.30237100e-05	1	false	smoothSolver	3.52897800e-04	1.52786850e-05	1	true	GAMG	8.24864040e-04	5.54607190e-05	2	true	smoothSolver	9.25828110e-05	3.73559050e-06	1	true
1141            	smoothSolver	1.62100190e-04	7.24400970e-06	1	1.92120930e-04	8.54879340e-06	1	4.98838910e-04	2.30107530e-05	1	false	smoothSolver	3.52594980e-04	1.52659600e-05	1	true	GAMG	8.25194980e-04	5.53559930e-05	2	true	smoothSolver	9.20259800e-05	3.72778480e-06	1	true
